research_id,mission_id,country,experiment_type,research_domain,duration_days,data_generated_gb,personnel_required,equipment_count,resource_cost_musd,success,year
RSH-0029801,MSN-0077114,France,Gravitational Wave Detection,Solar Dynamics,226,1040.3,37,3,23.12,True,2012
RSH-0029802,MSN-0018337,China,Lidar Surface Mapping,Materials Science,396,323.1,7,7,34.47,True,2021
RSH-0029803,MSN-0097738,USA,Orbital Crystallography,Space Botany,694,174.0,8,4,45.51,True,2008
RSH-0029804,MSN-0065966,Russia,Spectroscopic Survey,Atmospheric Physics,427,193.7,4,2,36.68,False,2017
RSH-0029805,MSN-0075450,Russia,Radiation Profiling,Quantum Communications,250,836.1,43,5,26.63,True,1988
RSH-0029806,MSN-0032985,Russia,Spectroscopic Survey,Space Botany,646,2400.0,33,3,40.46,True,1981
RSH-0029807,MSN-0034026,Russia,Spectroscopic Survey,Space Botany,173,329.1,36,15,47.37,False,2021
RSH-0029808,MSN-0058876,USA,Thermal Imaging,Exoplanetology,362,705.7,11,3,17.28,True,1993
RSH-0029809,MSN-0075909,USA,Thermal Imaging,Microgravity Biology,514,817.5,29,11,32.88,False,1971
RSH-0029810,MSN-0026946,USA,Spectroscopic Survey,Space Botany,240,262.0,41,4,34.04,True,1996
RSH-0029811,MSN-0013866,Canada,Radiation Profiling,Solar Dynamics,76,3400.4,21,4,43.91,True,1975
RSH-0029812,MSN-0005748,Germany,Autonomous Navigation,Solar Dynamics,635,723.9,36,3,33.33,True,2001
RSH-0029813,MSN-0000232,USA,Fluid Dynamics,Planetary Geology,483,427.7,11,11,19.06,True,2004
RSH-0029814,MSN-0055862,Russia,Lidar Surface Mapping,Planetary Geology,467,606.8,12,14,30.71,True,2015
RSH-0029815,MSN-0057642,China,Spectroscopic Survey,Microgravity Biology,627,313.0,36,5,2.33,True,2020
RSH-0029816,MSN-0062331,ESA,Lidar Surface Mapping,Astrophysics,88,3047.8,3,10,24.23,True,2007
RSH-0029817,MSN-0066000,Japan,Gravitational Wave Detection,Relativistic Physics,415,227.8,36,11,20.96,True,2009
RSH-0029818,MSN-0077259,Japan,Plasma Physics,Microgravity Biology,215,1049.9,39,7,24.15,True,1996
RSH-0029819,MSN-0065057,USA,Thermal Imaging,Planetary Geology,486,850.5,34,1,33.01,True,2005
RSH-0029820,MSN-0043701,USA,Cosmic Dust Analysis,Microgravity Biology,509,627.9,23,12,41.07,True,2008
RSH-0029821,MSN-0078838,USA,Orbital Crystallography,Astrophysics,703,717.7,25,7,29.73,True,1987
RSH-0029822,MSN-0033428,Russia,Fluid Dynamics,Atmospheric Physics,452,530.7,5,11,31.52,True,2009
RSH-0029823,MSN-0048673,ESA,Lidar Surface Mapping,Materials Science,692,1134.4,15,13,4.37,False,2021
RSH-0029824,MSN-0057361,China,Thermal Imaging,Astrophysics,608,344.5,8,14,25.65,True,2016
RSH-0029825,MSN-0095542,USA,Cosmic Dust Analysis,Exoplanetology,528,1816.3,32,12,10.74,True,2010
RSH-0029826,MSN-0071359,Russia,Fluid Dynamics,Astrophysics,546,1865.5,43,2,22.83,False,1995
RSH-0029827,MSN-0090408,ESA,Autonomous Navigation,Astrophysics,717,2753.0,25,9,26.77,True,1989
RSH-0029828,MSN-0034280,China,Spectroscopic Survey,Materials Science,483,1279.5,11,4,29.57,True,2022
RSH-0029829,MSN-0026231,USA,Spectroscopic Survey,Space Botany,664,244.5,4,5,15.63,True,2008
RSH-0029830,MSN-0003310,USA,Autonomous Navigation,Solar Dynamics,228,746.8,30,13,35.75,True,2004
RSH-0029831,MSN-0022390,USA,Fluid Dynamics,Atmospheric Physics,107,320.2,43,6,5.26,True,2024
RSH-0029832,MSN-0033677,UK,Plasma Physics,Space Botany,213,4577.3,26,11,14.66,True,1993
RSH-0029833,MSN-0051797,USA,Thermal Imaging,Exoplanetology,712,168.5,31,7,1.05,True,2020
RSH-0029834,MSN-0015289,Japan,Fluid Dynamics,Exoplanetology,593,2150.2,6,6,7.13,True,2014
RSH-0029835,MSN-0086012,UK,Lidar Surface Mapping,Astrophysics,335,610.2,3,2,39.3,True,2005
RSH-0029836,MSN-0072027,ESA,Radiation Profiling,Planetary Geology,28,1728.0,21,9,37.09,False,1975
RSH-0029837,MSN-0043360,USA,Spectroscopic Survey,Astrophysics,673,237.8,25,12,47.55,True,2002
RSH-0029838,MSN-0089912,China,Orbital Crystallography,Space Botany,595,223.1,6,7,27.4,False,1995
RSH-0029839,MSN-0078607,China,Orbital Crystallography,Atmospheric Physics,368,351.1,22,15,14.57,True,2006
RSH-0029840,MSN-0001119,India,Cosmic Dust Analysis,Astrophysics,665,1540.2,3,7,12.05,True,1981
RSH-0029841,MSN-0053244,China,Spectroscopic Survey,Atmospheric Physics,530,891.9,25,13,37.89,True,2016
RSH-0029842,MSN-0062425,USA,Radiation Profiling,Space Botany,275,1651.2,23,13,48.12,True,2003
RSH-0029843,MSN-0008716,Russia,Cosmic Dust Analysis,Microgravity Biology,688,1136.3,42,9,43.45,True,2009
RSH-0029844,MSN-0088694,China,Gravitational Wave Detection,Microgravity Biology,77,1493.4,36,1,11.77,True,1999
RSH-0029845,MSN-0087533,Germany,Plasma Physics,Materials Science,419,229.3,30,12,40.43,False,2007
RSH-0029846,MSN-0059835,France,Plasma Physics,Relativistic Physics,401,1088.5,43,11,19.8,True,1999
RSH-0029847,MSN-0049079,China,Plasma Physics,Atmospheric Physics,266,797.8,5,13,18.05,True,2023
RSH-0029848,MSN-0034170,Russia,Autonomous Navigation,Astrophysics,684,1629.0,13,10,22.78,True,2024
RSH-0029849,MSN-0085692,USA,Radiation Profiling,Astrophysics,233,3318.6,19,8,44.24,True,1990
RSH-0029850,MSN-0073905,USA,Fluid Dynamics,Atmospheric Physics,421,1476.2,37,12,35.75,False,2016
RSH-0029851,MSN-0040495,Canada,Autonomous Navigation,Relativistic Physics,402,5179.7,25,5,31.37,True,1998
RSH-0029852,MSN-0002778,USA,Autonomous Navigation,Atmospheric Physics,569,1427.8,42,3,14.09,True,1976
RSH-0029853,MSN-0060058,Italy,Gravitational Wave Detection,Quantum Communications,93,388.3,26,2,25.88,False,1989
RSH-0029854,MSN-0010323,UAE,Radiation Profiling,Planetary Geology,549,1802.7,16,11,12.05,True,1968
RSH-0029855,MSN-0099305,Russia,Plasma Physics,Space Botany,652,1913.8,35,13,18.22,True,1980
RSH-0029856,MSN-0062835,Japan,Autonomous Navigation,Microgravity Biology,376,901.3,14,10,32.19,True,2000
RSH-0029857,MSN-0068999,USA,Cosmic Dust Analysis,Planetary Geology,606,1959.5,29,6,1.6,True,2007
RSH-0029858,MSN-0061433,ESA,Orbital Crystallography,Relativistic Physics,430,6320.2,39,2,26.4,True,1986
RSH-0029859,MSN-0092822,USA,Lidar Surface Mapping,Relativistic Physics,242,1113.2,22,2,26.92,True,2002
RSH-0029860,MSN-0087264,ESA,Autonomous Navigation,Solar Dynamics,111,1173.4,3,11,36.76,True,2001
RSH-0029861,MSN-0009522,India,Lidar Surface Mapping,Relativistic Physics,314,268.4,33,12,36.21,False,2000
RSH-0029862,MSN-0014233,Russia,Fluid Dynamics,Astrophysics,595,322.4,27,10,23.2,True,1987
RSH-0029863,MSN-0082275,Japan,Spectroscopic Survey,Atmospheric Physics,197,1970.8,44,11,13.65,True,2020
RSH-0029864,MSN-0048808,USA,Lidar Surface Mapping,Solar Dynamics,335,1141.6,9,9,9.43,False,2000
RSH-0029865,MSN-0071937,China,Lidar Surface Mapping,Exoplanetology,73,1157.3,16,12,31.86,False,1999
RSH-0029866,MSN-0027978,China,Cosmic Dust Analysis,Quantum Communications,53,1809.6,9,9,22.16,True,2024
RSH-0029867,MSN-0016873,USA,Thermal Imaging,Microgravity Biology,533,1274.6,11,6,45.22,True,2004
RSH-0029868,MSN-0014701,Italy,Plasma Physics,Astrophysics,289,2050.0,38,8,12.36,True,2014
RSH-0029869,MSN-0086781,Russia,Lidar Surface Mapping,Quantum Communications,267,600.7,33,5,34.96,False,2008
RSH-0029870,MSN-0077927,China,Spectroscopic Survey,Relativistic Physics,314,240.9,40,8,40.45,True,2021
RSH-0029871,MSN-0019481,China,Spectroscopic Survey,Astrophysics,437,889.0,15,11,11.1,True,1981
RSH-0029872,MSN-0040605,Russia,Lidar Surface Mapping,Materials Science,245,181.4,5,11,35.48,True,1973
RSH-0029873,MSN-0024411,USA,Gravitational Wave Detection,Exoplanetology,503,1140.7,41,1,17.2,True,1976
RSH-0029874,MSN-0016811,Russia,Gravitational Wave Detection,Exoplanetology,345,1806.0,3,4,6.86,True,2016
RSH-0029875,MSN-0092911,China,Cosmic Dust Analysis,Relativistic Physics,548,2180.3,36,7,38.0,True,1986
RSH-0029876,MSN-0046379,ESA,Radiation Profiling,Microgravity Biology,223,1090.7,15,3,24.52,True,2020
RSH-0029877,MSN-0063372,China,Spectroscopic Survey,Planetary Geology,525,900.6,32,10,7.38,True,2018
RSH-0029878,MSN-0081913,Israel,Orbital Crystallography,Solar Dynamics,556,1582.2,31,12,31.72,False,1979
RSH-0029879,MSN-0017413,USA,Gravitational Wave Detection,Relativistic Physics,262,2974.9,12,1,41.94,True,2004
RSH-0029880,MSN-0006889,Russia,Gravitational Wave Detection,Exoplanetology,258,2080.4,20,5,43.45,True,2005
RSH-0029881,MSN-0058125,France,Radiation Profiling,Space Botany,226,1415.8,37,13,13.45,False,2000
RSH-0029882,MSN-0056108,China,Orbital Crystallography,Solar Dynamics,705,5014.5,39,1,3.62,False,2021
RSH-0029883,MSN-0035740,South Korea,Gravitational Wave Detection,Relativistic Physics,412,486.3,42,8,14.17,True,2020
RSH-0029884,MSN-0054738,USA,Radiation Profiling,Astrophysics,558,854.8,5,4,22.35,False,2014
RSH-0029885,MSN-0008859,USA,Fluid Dynamics,Atmospheric Physics,414,385.4,16,10,25.73,True,2000
RSH-0029886,MSN-0020853,USA,Autonomous Navigation,Materials Science,223,4054.6,15,11,17.95,True,2020
RSH-0029887,MSN-0059704,China,Lidar Surface Mapping,Microgravity Biology,507,1165.5,12,1,7.1,False,1995
RSH-0029888,MSN-0060665,China,Autonomous Navigation,Space Botany,616,846.5,17,12,41.7,True,2002
RSH-0029889,MSN-0032822,Russia,Gravitational Wave Detection,Materials Science,254,2637.2,33,1,6.43,True,1997
RSH-0029890,MSN-0091564,USA,Plasma Physics,Atmospheric Physics,457,310.6,26,3,26.89,True,2006
RSH-0029891,MSN-0080962,Russia,Thermal Imaging,Astrophysics,290,420.8,39,1,25.72,False,2013
RSH-0029892,MSN-0002116,Russia,Lidar Surface Mapping,Materials Science,121,849.4,15,9,4.33,False,2017
RSH-0029893,MSN-0025656,Russia,Thermal Imaging,Solar Dynamics,474,613.3,12,10,22.77,False,1999
RSH-0029894,MSN-0030959,Russia,Orbital Crystallography,Solar Dynamics,625,430.4,37,9,21.69,True,1976
RSH-0029895,MSN-0002898,USA,Radiation Profiling,Atmospheric Physics,201,1932.7,6,5,31.74,True,2005
RSH-0029896,MSN-0009165,France,Plasma Physics,Materials Science,165,234.7,38,11,0.96,True,2010
RSH-0029897,MSN-0069787,China,Fluid Dynamics,Atmospheric Physics,416,2678.0,20,10,37.09,True,1992
RSH-0029898,MSN-0082519,USA,Gravitational Wave Detection,Relativistic Physics,391,784.0,44,13,46.55,True,1996
RSH-0029899,MSN-0063560,India,Autonomous Navigation,Planetary Geology,221,2962.6,36,8,3.07,True,2004
RSH-0029900,MSN-0074614,China,Orbital Crystallography,Space Botany,623,869.8,43,5,1.25,True,2005
RSH-0029901,MSN-0072468,ESA,Radiation Profiling,Atmospheric Physics,56,265.2,9,12,11.36,True,1988
RSH-0029902,MSN-0062229,Russia,Fluid Dynamics,Atmospheric Physics,286,1227.4,19,10,18.02,True,2024
RSH-0029903,MSN-0024083,ESA,Radiation Profiling,Atmospheric Physics,351,264.2,13,2,33.59,True,1960
RSH-0029904,MSN-0039568,USA,Orbital Crystallography,Solar Dynamics,275,415.0,41,6,19.16,True,2016
RSH-0029905,MSN-0048566,Other,Autonomous Navigation,Astrophysics,81,2499.0,12,10,13.62,False,2004
RSH-0029906,MSN-0025703,USA,Spectroscopic Survey,Quantum Communications,66,1293.3,17,9,13.68,True,1992
RSH-0029907,MSN-0001476,Russia,Orbital Crystallography,Quantum Communications,596,785.9,15,13,33.02,False,2017
RSH-0029908,MSN-0062075,China,Fluid Dynamics,Microgravity Biology,650,179.4,32,3,12.27,True,2023
RSH-0029909,MSN-0075216,India,Fluid Dynamics,Space Botany,288,672.1,27,11,16.88,True,1982
RSH-0029910,MSN-0009637,India,Orbital Crystallography,Planetary Geology,240,374.7,22,2,18.41,True,1993
RSH-0029911,MSN-0069349,China,Thermal Imaging,Planetary Geology,398,3961.8,2,8,43.23,True,2016
RSH-0029912,MSN-0049034,China,Autonomous Navigation,Quantum Communications,717,4079.7,25,7,43.66,True,2023
RSH-0029913,MSN-0001232,USA,Cosmic Dust Analysis,Exoplanetology,100,1661.6,4,2,21.95,True,2002
RSH-0029914,MSN-0044563,India,Radiation Profiling,Space Botany,695,2133.9,18,4,20.71,True,1999
RSH-0029915,MSN-0050968,USA,Spectroscopic Survey,Exoplanetology,325,1502.7,14,2,33.11,True,2002
RSH-0029916,MSN-0017453,ESA,Autonomous Navigation,Materials Science,325,1575.5,3,6,20.5,True,1999
RSH-0029917,MSN-0089860,ESA,Radiation Profiling,Atmospheric Physics,120,2549.8,41,3,28.64,True,2005
RSH-0029918,MSN-0064843,Russia,Gravitational Wave Detection,Atmospheric Physics,328,4244.2,26,13,24.04,True,2009
RSH-0029919,MSN-0051968,Russia,Autonomous Navigation,Exoplanetology,688,2487.7,4,11,18.64,True,2015
RSH-0029920,MSN-0023051,Russia,Fluid Dynamics,Astrophysics,248,2563.9,18,6,31.63,True,2014
RSH-0029921,MSN-0045236,India,Spectroscopic Survey,Exoplanetology,601,592.0,4,1,12.32,True,1968
RSH-0029922,MSN-0015674,China,Plasma Physics,Materials Science,40,902.3,8,13,38.35,True,1983
RSH-0029923,MSN-0078302,India,Lidar Surface Mapping,Relativistic Physics,719,772.4,18,15,31.27,True,1983
RSH-0029924,MSN-0010161,India,Plasma Physics,Solar Dynamics,234,667.7,39,13,26.81,True,2006
RSH-0029925,MSN-0031589,USA,Lidar Surface Mapping,Microgravity Biology,656,890.4,42,10,38.02,True,2014
RSH-0029926,MSN-0039339,USA,Radiation Profiling,Solar Dynamics,327,171.2,9,10,12.17,True,1988
RSH-0029927,MSN-0064434,India,Plasma Physics,Solar Dynamics,558,443.0,44,4,42.62,False,1977
RSH-0029928,MSN-0040457,USA,Orbital Crystallography,Space Botany,50,521.8,6,4,30.87,True,1997
RSH-0029929,MSN-0085807,ESA,Plasma Physics,Space Botany,183,1581.9,30,3,9.9,True,2007
RSH-0029930,MSN-0096184,ESA,Autonomous Navigation,Astrophysics,501,2468.9,15,13,16.01,True,2003
RSH-0029931,MSN-0030639,Russia,Gravitational Wave Detection,Microgravity Biology,624,1267.3,18,7,12.63,True,2020
RSH-0029932,MSN-0054537,USA,Orbital Crystallography,Atmospheric Physics,581,234.9,26,12,32.58,True,1989
RSH-0029933,MSN-0044696,China,Radiation Profiling,Exoplanetology,649,1127.8,11,9,44.61,True,2017
RSH-0029934,MSN-0025969,USA,Gravitational Wave Detection,Space Botany,42,3861.7,10,7,31.76,True,2011
RSH-0029935,MSN-0035894,India,Plasma Physics,Quantum Communications,198,732.1,44,8,36.88,False,1990
RSH-0029936,MSN-0007551,ESA,Plasma Physics,Exoplanetology,355,516.7,17,2,16.62,False,1989
RSH-0029937,MSN-0010062,USA,Orbital Crystallography,Astrophysics,523,5056.9,17,11,39.27,True,1968
RSH-0029938,MSN-0073525,India,Thermal Imaging,Atmospheric Physics,415,2186.0,31,13,45.05,True,2004
RSH-0029939,MSN-0045186,USA,Fluid Dynamics,Space Botany,564,1077.3,27,8,48.37,True,1985
RSH-0029940,MSN-0082256,ESA,Lidar Surface Mapping,Planetary Geology,688,828.5,11,4,44.76,True,2005
RSH-0029941,MSN-0036280,China,Fluid Dynamics,Space Botany,686,1288.6,8,13,47.95,True,2024
RSH-0029942,MSN-0030160,China,Spectroscopic Survey,Materials Science,711,174.1,10,14,22.47,False,1999
RSH-0029943,MSN-0026155,ESA,Plasma Physics,Materials Science,215,1345.4,23,13,36.03,True,2003
RSH-0029944,MSN-0000623,USA,Plasma Physics,Astrophysics,269,2042.8,25,15,21.08,True,2016
RSH-0029945,MSN-0060260,USA,Thermal Imaging,Space Botany,490,369.6,27,15,46.87,True,2018
RSH-0029946,MSN-0066971,India,Radiation Profiling,Atmospheric Physics,102,879.6,2,5,33.93,True,1995
RSH-0029947,MSN-0020464,Russia,Orbital Crystallography,Atmospheric Physics,592,1693.7,35,6,39.34,True,1970
RSH-0029948,MSN-0099020,USA,Cosmic Dust Analysis,Solar Dynamics,446,339.5,5,5,11.73,True,2015
RSH-0029949,MSN-0062996,India,Spectroscopic Survey,Exoplanetology,508,391.3,27,12,6.05,True,1974
RSH-0029950,MSN-0032013,USA,Orbital Crystallography,Space Botany,311,1551.3,36,7,16.85,True,2003
RSH-0029951,MSN-0053736,China,Orbital Crystallography,Exoplanetology,643,677.2,18,14,38.63,True,1977
RSH-0029952,MSN-0037009,Russia,Gravitational Wave Detection,Relativistic Physics,500,2712.6,3,2,37.99,True,2001
RSH-0029953,MSN-0010295,ESA,Spectroscopic Survey,Solar Dynamics,217,4150.9,25,7,13.12,True,1992
RSH-0029954,MSN-0055690,ESA,Orbital Crystallography,Microgravity Biology,178,599.1,32,9,31.5,True,1989
RSH-0029955,MSN-0010038,ESA,Autonomous Navigation,Exoplanetology,153,509.0,13,15,20.95,True,2000
RSH-0029956,MSN-0031983,France,Gravitational Wave Detection,Solar Dynamics,436,325.7,16,5,24.19,True,2010
RSH-0029957,MSN-0087079,USA,Gravitational Wave Detection,Solar Dynamics,432,264.9,17,9,39.0,False,2018
RSH-0029958,MSN-0065380,USA,Orbital Crystallography,Microgravity Biology,493,1810.7,2,9,16.74,True,2022
RSH-0029959,MSN-0047754,India,Fluid Dynamics,Space Botany,25,384.4,33,10,1.89,False,2016
RSH-0029960,MSN-0076152,India,Lidar Surface Mapping,Solar Dynamics,618,300.3,22,12,47.3,True,1974
RSH-0029961,MSN-0064824,Russia,Plasma Physics,Planetary Geology,335,1129.3,25,1,27.5,True,1992
RSH-0029962,MSN-0073989,Russia,Fluid Dynamics,Astrophysics,662,546.8,35,3,29.4,True,2006
RSH-0029963,MSN-0019111,Japan,Lidar Surface Mapping,Planetary Geology,145,1039.3,16,7,36.3,True,1974
RSH-0029964,MSN-0052945,Italy,Cosmic Dust Analysis,Atmospheric Physics,574,2201.2,3,7,30.79,True,2021
RSH-0029965,MSN-0021869,India,Thermal Imaging,Planetary Geology,308,812.7,41,9,32.06,False,2013
RSH-0029966,MSN-0070176,China,Orbital Crystallography,Atmospheric Physics,712,2007.2,11,1,35.77,True,2016
RSH-0029967,MSN-0035014,China,Spectroscopic Survey,Microgravity Biology,421,199.0,32,2,18.42,True,2023
RSH-0029968,MSN-0035089,USA,Plasma Physics,Relativistic Physics,161,7234.7,4,12,14.28,True,2014
RSH-0029969,MSN-0071069,Russia,Cosmic Dust Analysis,Materials Science,104,1119.9,43,10,9.23,True,1975
RSH-0029970,MSN-0095427,ESA,Autonomous Navigation,Astrophysics,649,1299.0,8,8,35.15,True,2002
RSH-0029971,MSN-0065979,USA,Gravitational Wave Detection,Quantum Communications,598,2915.0,2,10,26.55,True,2006
RSH-0029972,MSN-0059444,China,Orbital Crystallography,Solar Dynamics,314,1919.5,33,9,45.16,True,1996
RSH-0029973,MSN-0096140,Russia,Fluid Dynamics,Astrophysics,280,4311.3,36,6,38.31,True,2010
RSH-0029974,MSN-0035849,USA,Lidar Surface Mapping,Quantum Communications,133,1262.4,5,13,17.39,True,2008
RSH-0029975,MSN-0064642,USA,Radiation Profiling,Solar Dynamics,492,628.8,13,8,38.35,True,2019
RSH-0029976,MSN-0036220,France,Autonomous Navigation,Planetary Geology,262,2510.7,44,12,29.93,True,2005
RSH-0029977,MSN-0024354,USA,Lidar Surface Mapping,Materials Science,635,774.1,43,7,8.02,True,2011
RSH-0029978,MSN-0028323,USA,Autonomous Navigation,Planetary Geology,274,691.5,27,4,1.85,True,1996
RSH-0029979,MSN-0016079,Russia,Plasma Physics,Microgravity Biology,504,1032.1,20,4,39.54,True,2008
RSH-0029980,MSN-0087916,USA,Radiation Profiling,Atmospheric Physics,51,597.4,28,11,16.19,True,2013
RSH-0029981,MSN-0062553,USA,Spectroscopic Survey,Materials Science,238,828.7,37,3,13.1,True,1989
RSH-0029982,MSN-0065097,USA,Radiation Profiling,Exoplanetology,636,230.6,2,1,40.24,True,1988
RSH-0029983,MSN-0034481,Russia,Lidar Surface Mapping,Space Botany,586,581.6,38,11,9.8,True,2021
RSH-0029984,MSN-0087746,USA,Spectroscopic Survey,Quantum Communications,283,1296.8,15,1,6.59,True,2018
RSH-0029985,MSN-0050600,India,Gravitational Wave Detection,Quantum Communications,204,4556.1,29,7,19.07,True,2008
RSH-0029986,MSN-0024589,Japan,Radiation Profiling,Quantum Communications,520,1137.9,13,2,18.6,True,1984
RSH-0029987,MSN-0019310,China,Cosmic Dust Analysis,Quantum Communications,476,2589.6,14,2,13.29,True,1993
RSH-0029988,MSN-0089518,USA,Autonomous Navigation,Space Botany,597,1014.9,34,1,13.98,True,2017
RSH-0029989,MSN-0099305,Russia,Plasma Physics,Atmospheric Physics,457,1150.0,42,13,23.57,False,1980
RSH-0029990,MSN-0009073,China,Lidar Surface Mapping,Relativistic Physics,638,1447.4,12,10,31.41,True,2015
RSH-0029991,MSN-0021643,Japan,Thermal Imaging,Quantum Communications,422,4995.9,27,11,42.09,True,2007
RSH-0029992,MSN-0067715,USA,Spectroscopic Survey,Astrophysics,632,3000.3,10,14,8.58,True,2018
RSH-0029993,MSN-0001618,Russia,Lidar Surface Mapping,Quantum Communications,627,269.8,30,1,31.19,False,1990
RSH-0029994,MSN-0098179,Russia,Spectroscopic Survey,Solar Dynamics,524,1274.7,3,15,19.1,False,1997
RSH-0029995,MSN-0080010,USA,Orbital Crystallography,Relativistic Physics,163,396.9,7,13,15.25,True,2014
RSH-0029996,MSN-0099009,South Korea,Thermal Imaging,Space Botany,417,300.1,16,8,27.34,True,2024
RSH-0029997,MSN-0013598,Italy,Lidar Surface Mapping,Planetary Geology,151,2100.9,39,12,18.09,False,1972
RSH-0029998,MSN-0002856,USA,Fluid Dynamics,Relativistic Physics,546,434.7,20,9,9.56,True,2012
RSH-0029999,MSN-0072349,USA,Orbital Crystallography,Atmospheric Physics,152,630.9,20,10,18.17,True,2012
RSH-0030000,MSN-0037289,China,Thermal Imaging,Quantum Communications,260,2176.3,37,13,47.42,False,2018
RSH-0030001,MSN-0060699,USA,Fluid Dynamics,Relativistic Physics,83,2623.7,9,2,14.49,True,2017
RSH-0030002,MSN-0071739,China,Orbital Crystallography,Materials Science,145,1002.4,33,2,38.88,True,2000
RSH-0030003,MSN-0088430,China,Lidar Surface Mapping,Planetary Geology,207,1849.9,19,4,4.88,False,1978
RSH-0030004,MSN-0090981,France,Lidar Surface Mapping,Microgravity Biology,162,710.1,38,5,14.35,True,2016
RSH-0030005,MSN-0065362,ESA,Orbital Crystallography,Astrophysics,539,2016.7,6,15,5.81,True,1973
RSH-0030006,MSN-0041925,ESA,Radiation Profiling,Relativistic Physics,717,646.0,43,9,25.48,True,1999
RSH-0030007,MSN-0029297,South Korea,Lidar Surface Mapping,Exoplanetology,375,4011.3,44,15,44.54,False,2021
RSH-0030008,MSN-0002467,USA,Cosmic Dust Analysis,Atmospheric Physics,504,743.7,23,12,34.92,True,2014
RSH-0030009,MSN-0040186,Russia,Lidar Surface Mapping,Space Botany,615,3418.3,36,14,17.45,True,1987
RSH-0030010,MSN-0069796,China,Lidar Surface Mapping,Materials Science,681,157.0,28,11,15.99,True,2014
RSH-0030011,MSN-0015181,USA,Spectroscopic Survey,Space Botany,141,1226.0,30,7,26.4,False,2022
